colgpa,SAT,athlete,hsize,hsrank,hsperc,female
2.04,880,0,345,3,0.8695652,0
2.9,900,0,12,1,8.333333,1
1.6,780,0,20,3,15,0
3.41,880,0,135,6,4.444445,1
1.85,770,0,102,1,0.9803922,1
2.23,780,0,105,9,8.571428,1
1.6,780,0,105,3,2.857143,1
2.64,940,0,292,70,23.9726,0
3.53,1140,0,279,4,1.433692,1
2.67,790,0,233,20,8.583691,1
2.3,1120,0,279,26,9.318996,0
2.1,750,0,288,34,11.80556,0
3.71,1250,0,279,6,2.150538,0
3.3,1020,0,292,9,3.082192,1
3.34,1070,0,288,2,0.6944444,1
3.73,1190,0,279,5,1.792115,1
2.26,1020,0,288,9,3.125,1
1.93,900,0,233,23,9.871244,0
2.4,940,0,288,20,6.944445,0
2.96,1010,0,233,7,3.004292,0
2.9,1340,0,16,5,31.25,0
3.35,980,0,18,4,22.22222,0
2.12,700,0,18,5,27.77778,0
3.8,1150,0,18,2,11.11111,0
3.18,730,0,26,9,34.61538,0
2.27,880,0,105,15,14.28571,0
2.82,740,0,114,21,18.42105,0
1.44,880,0,99,28,28.28283,0
1.53,930,0,63,16,25.39683,0
2.76,880,0,7,2,28.57143,1
2.98,1050,0,39,3,7.692307,1
2.71,970,0,41,4,9.756098,1
2.98,1310,0,39,5,12.82051,0
2.45,910,0,255,47,18.43137,0
2.39,990,0,252,35,13.88889,0
2.88,1080,0,255,71,27.84314,0
1.38,1060,0,319,103,32.2884,0
2.23,830,0,255,150,58.82353,1
2.66,1030,0,252,103,40.87302,0
2.89,1130,0,255,33,12.94118,0
3.1,1110,1,252,19,7.539682,0
3.13,990,0,235,11,4.680851,1
3.16,1000,0,235,34,14.46809,1
3.09,880,0,235,23,9.787234,0
1.93,1080,0,319,142,44.51411,1
2.41,910,0,235,37,15.74468,1
3.8,1400,1,252,1,0.3968254,0
3.62,1070,0,255,44,17.2549,0
2.16,900,0,252,81,32.14286,1
2.84,830,0,301,153,50.83057,0
3.34,970,0,252,7,2.777778,0
3.2,1170,0,319,35,10.97179,0
3.35,1060,0,235,21,8.936171,1
2.98,970,0,255,35,13.72549,1
3.45,1270,0,252,5,1.984127,0
2,1010,0,319,81,25.39185,0
2.68,1050,0,253,8,3.162055,0
2.95,1180,0,235,41,17.44681,0
3.08,880,0,255,98,38.43137,1
2.6,860,0,252,84,33.33333,0
1.46,960,0,158,10,6.329114,0
1.88,890,0,158,9,5.696203,0
1.77,840,0,158,111,70.25317,0
2.78,960,0,20,7,35,0
2.55,1040,0,34,8,23.52941,0
1.75,870,0,34,6,17.64706,1
1.94,820,0,158,57,36.07595,0
2.3,1060,0,31,19,61.29032,0
3.87,1120,0,317,2,0.6309148,1
1.15,1010,0,212,63,29.71698,0
2.31,930,0,211,38,18.00948,0
3.58,1050,0,212,15,7.075472,1
2.35,910,0,212,50,23.58491,0
3.06,1150,0,209,24,11.48325,0
3.6,1200,0,212,18,8.490566,1
2.56,970,0,212,41,19.33962,1
2.73,930,0,212,35,16.50943,1
2.06,1050,0,200,34,17,0
3,1250,0,212,25,11.79245,0
2.5,1050,0,212,35,16.50943,1
1.64,1160,0,311,15,4.823151,0
3.04,1290,0,345,36,10.43478,0
1.81,1010,0,340,115,33.82353,0
2.44,920,0,345,55,15.94203,0
2.8,1030,0,365,34,9.315068,0
2.03,830,0,335,172,51.34328,0
2.48,1170,0,345,46,13.33333,0
1.92,860,0,345,117,33.91304,0
3.27,870,0,345,28,8.115942,1
3.72,1190,0,317,4,1.26183,0
2.83,990,0,365,20,5.479452,0
2.11,920,0,181,27,14.91713,1
3.92,1230,0,159,4,2.515723,0
2.41,940,0,195,24,12.30769,1
3.23,910,0,199,11,5.527638,1
2.1,950,0,159,7,4.402516,0
3.16,1020,0,159,14,8.805032,0
2.8,880,0,159,33,20.75472,1
1.42,990,0,205,71,34.63415,0
2.62,1110,0,159,11,6.918239,0
3.82,1100,0,195,3,1.538462,1
3.33,1190,0,167,1,0.5988024,1
1.15,860,0,195,95,48.71795,0
2.53,880,0,167,6,3.592814,1
1.94,830,0,87,15,17.24138,0
0.7,1020,0,87,8,9.195402,0
2.34,850,0,112,6,5.357143,1
3.31,1290,0,76,1,1.315789,0
2.61,740,0,87,43,49.42529,0
3.02,1180,0,101,2,1.980198,1
4,1110,0,121,1,0.8264463,0
2.38,910,0,101,6,5.940594,1
2.92,770,0,99,11,11.11111,1
2.6,740,0,99,20,20.20202,1
2.21,1050,0,99,19,19.19192,0
3.2,1030,0,93,2,2.150538,0
2.09,1000,0,93,10,10.75269,0
3.14,1060,0,332,44,13.25301,0
2.42,1020,0,332,83,25,0
2.21,1030,0,332,94,28.31325,0
2.2,960,0,332,76,22.89157,0
2.9,1120,0,30,5,16.66667,0
3.17,1030,0,332,14,4.216867,1
3.58,960,0,350,30,8.571428,0
2.42,1430,0,313,40,12.77955,0
2.74,1100,0,322,25,7.763975,1
2.5,1070,0,332,95,28.61446,0
1.93,990,0,332,29,8.73494,1
3.34,1130,1,313,10,3.194888,0
1.83,1170,0,332,82,24.6988,0
1.85,1170,0,350,105,30,0
2.6,1040,0,322,14,4.347826,0
4,1290,0,270,2,0.7407407,0
2.63,1250,0,270,35,12.96296,0
3.61,1260,0,313,8,2.555911,0
3.21,1040,0,321,40,12.46106,0
1.94,910,0,313,72,23.00319,1
2.51,1020,0,313,20,6.389776,1
2.52,810,0,322,63,19.56522,1
2.67,1010,0,322,47,14.59627,0
2.83,990,0,322,11,3.416149,0
2.36,1020,0,270,29,10.74074,1
3.33,990,0,313,16,5.111821,0
2.73,1210,0,313,25,7.98722,1
1.62,890,0,313,65,20.76677,0
3.94,1170,0,323,2,0.619195,1
4,1390,0,313,2,0.6389776,0
3.2,1180,0,332,17,5.120482,0
2.92,1030,0,332,35,10.54217,1
1.8,1020,0,332,63,18.9759,0
3.18,940,0,332,66,19.87952,0
2.03,1050,0,270,50,18.51852,0
2.87,1210,0,324,18,5.555555,0
3.29,1170,0,126,11,8.730159,0
1.71,1150,0,133,19,14.28571,1
3.16,1210,0,126,8,6.349206,1
2.35,1050,0,133,39,29.32331,0
2.4,1040,0,153,49,32.02614,0
1.52,1060,0,142,30,21.12676,0
2.78,1060,0,126,16,12.69841,0
2.28,830,0,165,21,12.72727,0
3,810,0,12,1,8.333333,1
2.21,800,0,10,3,30,0
2.33,960,0,164,82,50,0
1.86,820,0,151,31,20.5298,1
1.66,940,0,375,60,16,1
2.8,1020,0,403,23,5.707196,0
2.42,1070,0,375,4,1.066667,1
2.51,1130,0,403,13,3.225806,0
1.72,820,0,430,25,5.813953,0
0.53,880,0,375,89,23.73333,0
0.58,850,0,375,56,14.93333,1
2.02,840,0,430,106,24.65116,0
2.07,790,0,122,63,51.63934,1
2.47,1110,0,66,8,12.12121,1
2.75,1070,0,121,17,14.04959,0
2.43,1020,0,122,55,45.08197,0
2.43,1080,0,66,43,65.15151,0
0.66,750,0,66,50,75.75758,0
3.3,920,0,108,19,17.59259,1
2.15,940,0,66,37,56.06061,0
3.29,920,0,74,5,6.756757,1
2.75,1030,0,122,20,16.39344,1
3,810,0,66,22,33.33333,1
3.41,1110,0,108,4,3.703704,0
1.39,950,0,122,96,78.68852,0
3.75,1260,0,108,16,14.81481,0
2.84,870,0,74,34,45.94595,1
3.61,1020,0,66,14,21.21212,1
2,860,0,108,22,20.37037,1
2.86,1150,0,66,12,18.18182,0
2.7,860,1,66,21,31.81818,0
1.65,820,0,122,82,67.21311,0
2.77,890,0,65,41,63.07692,0
4,1310,0,122,1,0.8196721,0
3.96,1400,0,66,4,6.060606,0
2.35,880,0,122,53,43.44262,1
2.66,990,0,108,30,27.77778,1
3.55,1010,0,74,1,1.351351,1
3.67,1080,0,122,13,10.65574,0
3.23,1090,0,122,37,30.32787,1
3,840,0,108,48,44.44444,0
2,1160,0,122,38,31.14754,0
2.85,960,0,108,32,29.62963,1
2.55,1090,0,122,24,19.67213,0
2.75,900,0,43,5,11.62791,1
2.36,960,0,43,10,23.25581,1
2.41,950,0,52,19,36.53846,1
1.89,1010,0,54,43,79.62963,0
2.69,910,0,43,6,13.95349,0
2.42,730,0,37,17,45.94595,0
3.82,1180,0,275,8,2.909091,0
2.26,930,0,295,50,16.94915,0
3.49,1210,0,239,1,0.41841,0
1.41,1320,0,231,63,27.27273,0
2.68,950,0,233,14,6.008584,1
2.02,1040,0,233,27,11.58798,0
2.87,1080,0,233,23,9.871244,0
3.28,1270,0,233,2,0.8583691,1
2.02,910,0,82,4,4.878049,0
3.69,1350,0,84,1,1.190476,0
2.19,800,0,84,2,2.380952,1
3.17,1110,0,74,1,1.351351,0
3.82,1080,0,74,2,2.702703,1
3,1230,0,74,6,8.108109,0
1.88,1000,0,62,4,6.451613,0
2.6,1000,0,53,12,22.64151,0
3.23,1120,0,180,8,4.444445,0
3.15,1080,0,180,22,12.22222,0
1.93,890,0,183,23,12.56831,0
2.38,830,0,170,121,71.17647,1
2.69,940,0,183,2,1.092896,1
1.57,870,0,160,16,10,0
1.69,790,0,170,31,18.23529,1
1.6,920,0,180,46,25.55556,0
3,1190,0,160,3,1.875,0
2.72,910,0,180,37,20.55556,0
1.96,1070,0,160,38,23.75,1
2.57,860,0,185,29,15.67568,0
2.83,880,0,160,27,16.875,0
1.81,990,0,183,16,8.74317,0
2.34,1010,0,157,25,15.92357,0
2.34,980,0,155,8,5.16129,1
2,930,0,155,29,18.70968,1
2.95,1060,0,157,7,4.458599,1
3.83,1340,0,155,1,0.6451613,0
3.05,860,0,156,54,34.61538,0
2.7,940,0,155,9,5.806452,1
2.84,1120,0,155,37,23.87097,0
3.94,1140,0,156,1,0.6410257,1
2.11,940,0,155,18,11.6129,0
2.25,930,0,140,39,27.85714,1
2.72,890,0,168,21,12.5,0
3.27,1150,0,162,45,27.77778,0
2.16,1000,0,156,29,18.58974,0
2.89,1040,0,165,8,4.848485,0
2.36,700,0,155,70,45.16129,0
2.66,920,0,698,75,10.74499,1
2.45,1040,0,155,12,7.741935,1
2.93,1040,0,156,16,10.25641,0
2.75,1000,0,284,35,12.32394,0
2.78,920,0,263,107,40.68441,1
2.23,870,0,234,45,19.23077,1
3.07,980,0,273,40,14.65201,0
2.5,1090,0,234,33,14.10256,0
2.15,1140,0,287,39,13.58885,0
1.95,1050,0,257,95,36.96498,0
2.31,810,0,257,76,29.57199,1
3.1,1050,0,257,30,11.67315,1
1.43,890,0,234,88,37.60684,0
2.83,850,0,257,46,17.89883,1
3.64,1100,0,234,30,12.82051,0
2.58,980,0,257,31,12.06226,0
1.87,920,0,234,46,19.65812,0
2.26,970,0,257,45,17.50973,0
2.66,890,0,257,36,14.00778,1
4,1020,0,234,1,0.4273504,1
2.5,830,0,257,122,47.47082,1
0.64,1020,0,234,46,19.65812,0
3.14,1070,0,234,36,15.38461,0
2.31,920,0,234,44,18.80342,1
1.64,1030,0,234,15,6.410256,1
3.37,880,0,257,4,1.55642,0
3.44,1020,0,234,7,2.991453,1
0.94,1130,0,234,13,5.555555,0
2.29,970,0,234,24,10.25641,1
3.85,1320,0,234,3,1.282051,0
3.47,780,0,257,6,2.33463,0
2.31,820,0,234,148,63.24786,0
2.74,1190,0,257,11,4.280156,0
2.61,800,0,257,42,16.34241,1
2.79,850,0,222,22,9.90991,1
3.72,990,0,222,11,4.954955,1
2.6,940,0,222,33,14.86487,1
3.48,1170,0,257,6,2.33463,1
2.49,960,0,222,36,16.21622,0
2.25,760,0,234,36,15.38461,1
2.78,1140,0,257,5,1.945525,0
3.12,1140,0,222,20,9.009009,0
1.94,880,0,234,21,8.974359,1
1.79,860,0,257,66,25.68093,1
2.16,1020,0,234,26,11.11111,0
2.2,1150,0,222,18,8.108109,0
2.78,1100,0,257,35,13.61868,1
3,1050,0,257,24,9.338521,0
2.41,1190,0,241,7,2.904564,0
2.34,960,0,209,54,25.83732,1
1.5,1140,0,234,25,10.68376,1
2.76,1070,0,234,30,12.82051,0
2.26,980,0,209,18,8.61244,0
0.93,1060,0,234,64,27.35043,1
2.01,870,0,228,26,11.40351,1
2.88,990,0,234,11,4.700855,1
3.05,1000,0,234,41,17.52137,0
1.58,1140,0,234,44,18.80342,0
1.88,1150,0,234,35,14.95726,0
2.42,1090,0,234,25,10.68376,1
2.63,1200,0,209,4,1.913876,1
3.29,1350,0,241,4,1.659751,0
1.69,960,0,234,47,20.08547,1
3.47,1020,0,241,3,1.244813,0
3.13,1010,0,234,16,6.837607,1
3.31,1030,0,234,23,9.82906,0
2.09,960,0,209,26,12.44019,0
2.72,1160,0,209,14,6.698565,0
2.5,940,0,241,16,6.639004,0
3.11,820,0,200,37,18.5,1
3.12,1000,0,234,34,14.52991,1
3.23,1350,0,234,31,13.24786,0
2.21,990,0,234,20,8.547009,1
2.41,1030,0,234,29,12.39316,0
2.53,890,0,200,89,44.5,0
2.55,950,0,204,30,14.70588,1
2.08,1150,0,234,50,21.36752,0
2.75,1020,0,200,4,2,0
2.26,970,0,241,13,5.394191,1
2.07,940,0,234,80,34.18803,0
2.6,1070,1,127,25,19.68504,0
3.16,1090,0,137,6,4.379562,1
4,1260,0,137,4,2.919708,0
2.91,940,0,121,66,54.54546,0
2.24,1080,0,137,17,12.40876,0
4,1260,0,127,19,14.96063,0
3.42,1040,0,128,5,3.90625,1
2.54,1120,0,137,10,7.29927,0
2.11,880,0,128,69,53.90625,0
3.96,1130,0,127,1,0.7874016,0
2.78,1040,0,137,18,13.13869,0
3.52,930,0,137,7,5.109489,1
1.84,800,0,86,6,6.976744,0
2.57,690,1,79,12,15.18987,0
2.18,800,0,134,5,3.731343,1
2.67,990,0,122,1,0.8196721,1
2.5,1200,0,46,3,6.521739,0
2,790,0,41,15,36.58537,0
2.64,1210,0,41,1,2.439024,0
1.86,1060,0,45,23,51.11111,1
1.82,1130,0,46,8,17.3913,0
2.84,1030,0,23,9,39.13044,1
2.34,810,0,26,5,19.23077,1
2.31,830,0,35,20,57.14286,0
2.5,900,0,20,4,20,1
2.13,970,0,23,8,34.78261,0
3.46,1020,0,22,3,13.63636,1
2.29,1090,0,26,4,15.38461,0
3.23,1020,0,373,56,15.0134,0
2.53,1070,0,373,83,22.25201,0
3,980,0,415,130,31.3253,0
2.22,1090,0,373,73,19.57104,1
0.85,790,0,415,156,37.59036,0
2.89,1200,0,373,34,9.115281,0
3.71,1230,0,415,9,2.168675,0
3.53,1220,0,420,4,0.952381,1
3.5,1390,0,373,5,1.340483,0
1.27,1030,0,415,211,50.84337,0
2.93,970,0,373,26,6.97051,0
4,1300,0,415,2,0.4819277,0
2.2,910,0,415,246,59.27711,0
2.5,860,0,390,37,9.48718,1
2.95,1220,0,390,27,6.923077,0
3,1140,0,373,62,16.62198,1
1.87,1050,0,390,67,17.17949,0
2.33,1170,0,390,40,10.25641,0
1.91,1060,0,373,124,33.24397,0
3.02,910,0,390,62,15.89744,1
3.09,1000,0,415,37,8.915663,0
2.09,980,0,415,166,40,0
2.25,1080,0,415,79,19.03614,0
2.26,850,0,373,64,17.15818,0
1.88,990,0,415,66,15.90361,0
3.03,1140,0,390,21,5.384615,1
3.11,1310,0,390,18,4.615385,1
2.47,840,0,415,74,17.83133,0
2.94,1320,0,415,8,1.927711,0
1.69,1030,0,390,245,62.82051,0
2.81,990,0,415,77,18.55422,0
2.35,980,0,373,71,19.03485,0
2,1010,0,415,32,7.710844,0
3.3,1050,0,415,106,25.54217,1
2.24,1050,0,390,90,23.07692,0
2.56,1120,0,390,78,20,0
2.25,810,0,390,70,17.94872,1
2.59,1010,0,390,49,12.5641,0
2.4,910,0,365,67,18.35616,0
2.53,810,0,401,57,14.21446,1
3.02,1360,0,429,4,0.9324009,0
3.16,1010,0,416,4,0.9615384,1
2.01,1070,0,401,75,18.70324,0
3.85,1090,0,416,1,0.2403846,0
2.06,1190,0,365,9,2.465753,0
3.56,1180,1,365,3,0.8219178,1
3.08,1200,0,429,10,2.331002,1
3.31,1100,0,416,10,2.403846,1
2,1010,0,416,63,15.14423,1
2.56,1100,0,365,37,10.13699,0
2.41,890,0,60,5,8.333333,1
1.98,820,0,57,3,5.263158,1
1.7,750,0,54,5,9.259259,0
2.14,970,0,26,18,69.23077,0
2.52,820,0,32,3,9.375,1
2.28,1050,0,31,8,25.80645,0
1.09,930,0,77,15,19.48052,0
2.55,990,0,87,18,20.68966,0
2.98,1050,0,34,4,11.76471,1
2.22,950,0,35,16,45.71429,0
3.12,850,0,35,8,22.85714,0
3.38,1080,0,34,5,14.70588,0
4,970,0,29,3,10.34483,1
2.91,910,0,36,2,5.555555,1
0.68,900,0,29,21,72.4138,0
2.39,870,0,36,18,50,0
3.03,820,0,35,9,25.71428,0
2.38,940,0,36,9,25,1
2.05,720,0,135,21,15.55556,0
3.33,1180,0,44,1,2.272727,1
2.18,1060,0,34,10,29.41176,0
2.88,840,0,29,2,6.896552,1
3.83,1150,0,145,3,2.068965,0
1.81,990,0,118,28,23.72881,0
2.16,1130,0,145,8,5.517241,1
2.91,1130,0,118,6,5.084746,0
2.15,1120,0,145,20,13.7931,0
1.18,770,0,143,12,8.391608,0
2.6,960,0,145,13,8.965517,1
3.38,1230,0,143,3,2.097902,0
3.75,680,0,25,2,8,1
2.93,1080,0,15,2,13.33333,0
4,1050,0,25,1,4,1
2.1,780,0,15,6,40,0
2.36,800,0,21,5,23.80952,1
3.06,910,0,21,1,4.761905,1
1.93,1070,0,191,33,17.27749,0
1.9,920,0,254,84,33.07087,0
0.94,890,0,224,140,62.5,1
2.11,820,0,254,40,15.74803,1
3.24,960,0,191,20,10.4712,1
1.63,930,0,254,89,35.03937,0
2.22,1120,0,211,66,31.27962,1
2.31,770,0,279,48,17.2043,1
3.52,960,0,191,7,3.664922,1
3.69,910,0,191,36,18.84817,0
1.97,950,0,191,40,20.94241,1
3.5,1050,0,254,33,12.99213,0
1.93,880,0,254,127,50,0
2.18,970,0,211,40,18.95735,1
1.85,850,0,254,99,38.97638,0
2.87,810,0,193,12,6.217617,1
2.42,930,0,172,10,5.813953,1
2.5,900,0,253,36,14.22925,1
2.06,1320,0,287,26,9.059234,0
3.16,1090,0,253,7,2.766798,1
2.05,970,0,211,23,10.90047,1
2.27,630,1,246,160,65.04065,0
2.65,1080,0,191,26,13.61257,1
3.02,1180,0,254,11,4.330709,1
3.06,1130,0,211,12,5.687204,0
2.71,850,0,253,46,18.18182,1
2.67,1050,0,191,28,14.65969,0
1.9,1010,0,254,36,14.17323,0
3.5,970,0,191,39,20.41885,0
3.05,1060,0,191,22,11.51832,1
2,880,0,211,85,40.28436,0
3.29,1020,0,253,10,3.952569,1
2.43,1000,0,211,34,16.11374,1
2,1050,0,254,96,37.79528,0
2.69,1120,0,253,13,5.13834,0
2,710,0,287,144,50.17422,0
2.64,1060,0,253,27,10.67194,1
2.65,1000,0,287,53,18.4669,1
2.18,1200,0,191,15,7.853403,0
2.86,950,0,211,6,2.843602,1
1.64,1060,0,211,39,18.48341,0
2.6,1050,0,253,16,6.324111,1
2.25,840,0,279,68,24.37276,0
2.85,1100,0,254,8,3.149606,0
2.41,890,0,253,48,18.97233,0
3.43,1070,0,211,7,3.317536,0
3.16,1100,0,253,3,1.185771,0
3.6,980,0,254,9,3.543307,1
2.04,930,0,254,38,14.96063,0
2.56,1060,0,253,40,15.81028,1
1.71,990,0,191,82,42.93194,0
3.75,1130,0,211,30,14.21801,1
1.82,840,0,254,16,6.299212,1
1.9,880,0,254,56,22.04725,0
2.37,1050,0,253,57,22.52964,1
1.23,1100,0,211,58,27.48815,0
2.56,920,0,191,84,43.97906,0
3.31,880,0,191,30,15.70681,1
3.82,1080,0,254,4,1.574803,0
2.97,1030,0,254,14,5.511811,0
1.88,1120,0,253,20,7.905138,0
1.33,860,0,211,83,39.33649,0
2.7,1000,0,211,12,5.687204,0
3.52,1150,0,246,7,2.845528,1
2.03,1060,0,234,90,38.46154,0
3.09,1020,0,292,2,0.6849315,1
3.13,990,0,234,23,9.82906,0
3.15,1140,0,256,24,9.375,0
2.35,950,0,258,15,5.813953,1
2.8,1170,0,256,20,7.8125,0
3.24,1290,0,256,2,0.78125,0
2.88,1210,0,246,23,9.349593,1
2.62,1100,0,256,52,20.3125,0
2.35,1010,0,246,46,18.69919,0
3.74,1400,0,246,1,0.4065041,0
2.29,940,1,256,58,22.65625,0
1.83,980,0,256,36,14.0625,0
3.38,1060,0,256,11,4.296875,1
2.02,1020,0,256,26,10.15625,0
2.96,1000,0,234,18,7.692307,1
2.8,1070,0,246,6,2.439024,0
3.93,1270,0,256,1,0.390625,0
1.87,1270,0,251,31,12.3506,0
2.23,1030,0,234,29,12.39316,1
1,1000,0,246,70,28.45528,0
2.06,1020,0,251,41,16.33466,0
3.47,1090,0,246,19,7.723577,0
2.78,960,0,246,15,6.097561,1
2.67,1020,0,518,45,8.687259,1
2.96,1220,0,522,52,9.961686,0
3.31,1060,0,489,74,15.13292,1
1.62,1070,0,489,39,7.97546,1
2.04,920,0,584,332,56.84932,0
2.19,860,0,518,83,16.02317,1
3.27,1020,0,518,17,3.281853,0
2.86,1140,0,556,36,6.47482,0
2,1070,0,489,384,78.52761,1
3.66,1140,0,556,10,1.798561,1
2.44,1190,0,489,140,28.62986,1
2.18,1050,0,489,117,23.92638,1
2.4,930,0,477,163,34.17191,0
1.88,1070,0,522,99,18.96552,0
2.95,1340,0,477,26,5.450734,0
2.38,950,0,522,49,9.386973,1
2.94,1040,0,477,40,8.385744,0
2.53,890,0,489,113,23.10839,1
2.14,1080,0,522,45,8.620689,0
2.79,900,0,518,22,4.247104,1
2.55,880,0,489,75,15.33742,1
2.76,1030,0,518,60,11.58301,1
3.38,1270,0,518,35,6.756757,0
2,780,0,591,128,21.65821,0
2.11,1060,0,518,174,33.59073,0
1.05,850,0,518,289,55.7915,0
1.72,930,0,477,169,35.42977,0
2.53,1180,0,477,17,3.563941,0
2.07,880,0,489,67,13.70143,0
3.06,960,0,489,99,20.2454,0
2.62,1010,0,518,24,4.633204,1
3.37,1370,0,522,2,0.3831418,0
3.67,1300,0,522,11,2.10728,0
2.87,950,0,518,53,10.23166,1
2.73,940,0,518,103,19.88417,0
2.71,980,0,489,89,18.20041,0
2.17,1180,0,489,101,20.6544,0
3.05,980,0,522,63,12.06897,1
3.07,910,0,489,145,29.65235,0
2.35,910,0,477,125,26.20545,0
2.77,1220,0,522,13,2.490422,0
2.32,1250,0,522,75,14.36782,0
2.07,870,0,477,116,24.31866,1
3.75,980,0,489,33,6.748466,1
3.07,1090,0,477,5,1.048218,0
3.22,1110,1,591,10,1.692047,0
2.18,950,0,584,300,51.36986,0
1.68,1050,0,489,198,40.4908,1
2.53,820,0,551,133,24.13793,1
3.31,1010,0,10,3,30,1
2,1020,0,721,327,45.35368,0
1.95,1180,0,588,164,27.89116,0
2.81,1270,0,588,8,1.360544,0
2.53,1200,0,588,77,13.09524,1
2.65,890,0,605,111,18.34711,0
1.99,1300,0,698,57,8.166189,0
1.97,1160,0,588,60,10.20408,0
3.23,1000,0,588,189,32.14286,0
2.33,1170,0,605,102,16.8595,0
2.22,1290,0,698,58,8.309456,0
2.96,870,0,588,111,18.87755,1
3.32,980,0,588,75,12.7551,1
2.64,940,0,551,153,27.76769,1
3.35,1030,0,698,49,7.020057,1
2.82,1130,0,588,49,8.333333,0
3.78,1210,0,551,19,3.448276,1
3.29,1250,0,551,29,5.263158,0
1.84,1020,0,698,142,20.34384,0
2.26,1080,0,698,166,23.78223,0
2.86,1080,0,698,33,4.727794,1
3.62,1160,0,551,95,17.24138,0
3.22,1110,0,605,6,0.9917355,1
2.5,1100,0,551,131,23.77495,0
2.9,1330,0,551,52,9.437387,0
1.5,1040,0,551,269,48.82033,0
2.84,920,0,551,90,16.33394,0
2.24,1170,0,605,209,34.54546,0
2.28,910,0,605,109,18.01653,0
3.45,1040,0,588,80,13.60544,0
3.26,1030,0,551,262,47.54991,0
2.69,1060,0,551,85,15.4265,0
2.79,810,0,804,145,18.03483,0
2.48,980,0,698,94,13.46705,1
1.79,1000,0,698,91,13.03725,1
2.94,1230,0,551,88,15.97096,0
2.46,1060,0,605,68,11.23967,1
1.97,1270,0,605,97,16.03306,0
1.35,1080,0,605,253,41.81818,0
1.83,930,0,588,215,36.56462,0
2.85,900,0,605,65,10.7438,0
2.06,840,0,698,154,22.06304,1
2.02,890,1,690,420,60.86956,0
2.68,1030,0,588,67,11.39456,1
2.04,1080,0,588,119,20.23809,0
2.29,730,0,551,253,45.91652,0
2.07,1130,0,551,168,30.49002,0
1.65,1160,0,588,63,10.71429,0
3.09,960,0,551,80,14.51906,0
2.64,1090,0,640,140,21.875,0
3.35,1130,0,588,17,2.891156,0
3.2,1030,0,551,73,13.24864,0
1.94,920,0,110,4,3.636364,1
3.23,960,0,35,5,14.28571,1
3.33,870,0,24,3,12.5,1
2.67,1040,0,15,6,40,0
2.39,1150,0,24,3,12.5,1
4,1330,0,673,4,0.5943536,0
2.94,820,0,673,111,16.49331,1
3.5,1300,0,698,9,1.289398,0
2.08,900,0,634,247,38.95899,0
2.23,970,0,634,251,39.5899,0
3.32,880,0,572,24,4.195804,1
2.5,910,0,698,127,18.19484,0
1.8,930,0,698,121,17.33524,0
2.79,940,0,673,54,8.023774,0
2.13,850,1,572,86,15.03496,0
2.84,830,0,572,87,15.20979,1
2.37,850,0,698,237,33.95415,0
2.74,790,0,572,85,14.86014,1
1.71,1010,0,634,243,38.32808,1
1.99,990,0,572,210,36.71329,0
3.16,1150,1,673,106,15.75037,0
2.51,870,0,572,125,21.85315,0
2.43,990,0,634,88,13.88013,0
3.14,1070,0,698,28,4.011461,1
2.58,1060,0,634,56,8.832808,1
2.35,850,0,572,177,30.94406,0
2.16,790,0,698,129,18.48137,1
3.29,1220,0,698,13,1.862464,0
2.77,1290,0,693,149,21.50072,0
2.63,1070,0,572,80,13.98601,0
2.25,980,0,698,121,17.33524,1
2.47,950,0,698,72,10.31519,1
0.73,930,0,698,286,40.97421,0
2.38,1050,0,698,31,4.441261,1
0.4,850,0,698,254,36.38969,1
2.78,1030,0,572,45,7.867133,0
3.29,1080,0,673,101,15.00743,0
2.87,940,0,673,128,19.01932,1
2.06,1030,0,572,157,27.44755,1
2.16,1130,0,698,68,9.742121,0
1.88,810,0,698,99,14.18338,0
1.84,1130,0,698,44,6.303725,1
2.54,920,0,673,203,30.16345,1
2.26,990,0,634,65,10.25237,0
1.81,910,0,698,92,13.18052,0
3.59,1290,0,634,6,0.9463722,1
2.27,1020,0,698,62,8.882522,0
2.5,980,0,698,99,14.18338,0
2.23,1050,0,572,252,44.05594,0
2.8,1220,0,634,68,10.72555,0
1.68,1000,0,634,36,5.678234,0
1.81,910,0,634,201,31.70347,0
2.68,910,0,572,92,16.08392,1
3.21,760,0,673,86,12.7786,1
1.94,930,0,698,87,12.46418,0
2.85,1180,0,673,12,1.783061,1
2.4,1090,0,698,8,1.146132,1
2.31,1110,0,572,54,9.440559,0
2.34,1170,0,125,1,0.8,0
2.04,980,0,141,3,2.12766,1
2.6,1090,0,682,40,5.865103,1
3.25,850,0,579,16,2.763385,1
3.26,1120,0,579,17,2.936097,0
1.31,950,0,556,126,22.66187,0
2.28,1260,0,556,106,19.06475,0
2.32,890,0,556,64,11.51079,1
2.38,1250,0,556,10,1.798561,0
2.35,960,0,579,11,1.899827,1
1.96,860,0,682,116,17.0088,1
3.2,900,0,556,35,6.294964,1
1.97,900,0,682,156,22.8739,1
1.22,1110,0,584,79,13.5274,0
2.35,1170,0,584,52,8.90411,0
2.66,1090,0,579,23,3.972366,0
3.16,1220,0,626,13,2.076677,0
2.25,1070,0,579,93,16.06218,1
1.88,990,0,584,126,21.57534,0
2.93,920,0,584,38,6.506849,1
1.63,1000,0,584,54,9.246575,1
2.26,870,0,682,71,10.41056,0
1.38,720,1,584,268,45.89041,0
